firm_id,period_start,year,quarter,duration_q,event_seriesA,seed_year,time_to_series_a_months,num_investors_total,seed_date,series_a_date,end_date,event_series_a,seed_amount_usd,diversity_spotlight_flag,num_partner_investors,metro_region,sector,entry_date,shock_25bp_units,nasdaqcom_ccr,t10y2y,shock25_lag1,shock25_lag2,shock25_lag3,shock25_lag4,shock25_lag5
EMX,2020-10-01,2020,4,5,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.0612,14.32945,0.8,0.0716,0.032,-1.6216,0.1336,0.2008
EMX,2021-01-01,2021,1,6,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.0276,2.74429,1.58,0.0612,0.0716,0.032,-1.6216,0.1336
EMX,2021-04-01,2021,2,7,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.1368,9.06597,1.2,0.0276,0.0612,0.0716,0.032,-1.6216
EMX,2021-07-01,2021,3,8,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.0732,-0.38249,1.24,0.1368,0.0276,0.0612,0.0716,0.032
EMX,2021-10-01,2021,4,9,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.2888,7.95533,0.79,0.0732,0.1368,0.0276,0.0612,0.0716
EMX,2022-01-01,2022,1,10,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.562,-9.54635,0.04,0.2888,0.0732,0.1368,0.0276,0.0612
EMX,2022-04-01,2022,2,11,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.282,-25.41814,0.06,0.562,0.2888,0.0732,0.1368,0.0276
EMX,2022-07-01,2022,3,12,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.5788,-4.19532,-0.39,0.282,0.562,0.2888,0.0732,0.1368
EMX,2022-10-01,2022,4,13,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.0476,-1.03736,-0.53,0.5788,0.282,0.562,0.2888,0.0732
EMX,2023-01-01,2023,1,14,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,-0.136,15.50525,-0.58,0.0476,0.5788,0.282,0.562,0.2888
EMX,2023-04-01,2023,2,15,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.5172,12.05626,-1.06,-0.136,0.0476,0.5788,0.282,0.562
EMX,2023-07-01,2023,3,16,0,2019,65.57161629434954,2.0,2019-07-01,,2024-12-17,0,1000000,0,2.0,SFBA,FinTech,2019-07-01,0.404,-4.21135,-0.44,0.5172,-0.136,0.0476,0.5788,0.282
EPICA,2017-04-01,2017,2,0,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.1972,3.79529,0.93,,,,,
EPICA,2017-07-01,2017,3,1,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.2184,5.62873,0.86,0.1972,,,,
EPICA,2017-10-01,2017,4,2,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.0576,6.08322,0.51,0.2184,0.1972,,,
EPICA,2018-01-01,2018,1,3,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.0792,2.29196,0.47,0.0576,0.2184,0.1972,,
EPICA,2018-04-01,2018,2,4,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.1228,6.13432,0.33,0.0792,0.0576,0.2184,0.1972,
EPICA,2018-07-01,2018,3,5,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.036,6.89432,0.24,0.1228,0.0792,0.0576,0.2184,0.1972
EPICA,2018-10-01,2018,4,6,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.186,-19.28177,0.21,0.036,0.1228,0.0792,0.0576,0.2184
EPICA,2019-01-01,2019,1,7,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,-0.1864,15.262,0.14,0.186,0.036,0.1228,0.0792,0.0576
EPICA,2019-04-01,2019,2,8,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,-0.4668,3.52003,0.25,-0.1864,0.186,0.036,0.1228,0.0792
EPICA,2019-07-01,2019,3,9,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.2008,-0.08634,0.05,-0.4668,-0.1864,0.186,0.036,0.1228
EPICA,2019-10-01,2019,4,10,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.1336,11.48177,0.34,0.2008,-0.4668,-0.1864,0.186,0.036
EPICA,2020-01-01,2020,1,11,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,-1.6216,-15.29422,0.47,0.1336,0.2008,-0.4668,-0.1864,0.186
EPICA,2020-04-01,2020,2,12,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.032,26.72116,0.5,-1.6216,0.1336,0.2008,-0.4668,-0.1864
EPICA,2020-07-01,2020,3,13,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.0716,10.4579,0.56,0.032,-1.6216,0.1336,0.2008,-0.4668
EPICA,2020-10-01,2020,4,14,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.0612,14.32945,0.8,0.0716,0.032,-1.6216,0.1336,0.2008
EPICA,2021-01-01,2021,1,15,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.0276,2.74429,1.58,0.0612,0.0716,0.032,-1.6216,0.1336
EPICA,2021-04-01,2021,2,16,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.1368,9.06597,1.2,0.0276,0.0612,0.0716,0.032,-1.6216
EPICA,2021-07-01,2021,3,17,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.0732,-0.38249,1.24,0.1368,0.0276,0.0612,0.0716,0.032
EPICA,2021-10-01,2021,4,18,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.2888,7.95533,0.79,0.0732,0.1368,0.0276,0.0612,0.0716
EPICA,2022-01-01,2022,1,19,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.562,-9.54635,0.04,0.2888,0.0732,0.1368,0.0276,0.0612
EPICA,2022-04-01,2022,2,20,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.282,-25.41814,0.06,0.562,0.2888,0.0732,0.1368,0.0276
EPICA,2022-07-01,2022,3,21,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.5788,-4.19532,-0.39,0.282,0.562,0.2888,0.0732,0.1368
EPICA,2022-10-01,2022,4,22,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.0476,-1.03736,-0.53,0.5788,0.282,0.562,0.2888,0.0732
EPICA,2023-01-01,2023,1,23,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,-0.136,15.50525,-0.58,0.0476,0.5788,0.282,0.562,0.2888
EPICA,2023-04-01,2023,2,24,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.5172,12.05626,-1.06,-0.136,0.0476,0.5788,0.282,0.562
EPICA,2023-07-01,2023,3,25,0,2017,90.63731931668856,7.0,2017-06-04,,2024-12-23,0,1000000,1,,GMA,AI,2017-06-04,0.404,-4.21135,-0.44,0.5172,-0.136,0.0476,0.5788,0.282
ERNIT,2016-04-01,2016,2,0,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,-0.086,-0.55969,0.91,,,,,
ERNIT,2016-07-01,2016,3,1,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,-0.0304,9.25022,0.83,-0.086,,,,
ERNIT,2016-10-01,2016,4,2,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.2336,1.32997,1.25,-0.0304,-0.086,,,
ERNIT,2017-01-01,2017,1,3,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,-0.26,9.36721,1.13,0.2336,-0.0304,-0.086,,
ERNIT,2017-04-01,2017,2,4,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.1972,3.79529,0.93,-0.26,0.2336,-0.0304,-0.086,
ERNIT,2017-07-01,2017,3,5,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.2184,5.62873,0.86,0.1972,-0.26,0.2336,-0.0304,-0.086
ERNIT,2017-10-01,2017,4,6,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.0576,6.08322,0.51,0.2184,0.1972,-0.26,0.2336,-0.0304
ERNIT,2018-01-01,2018,1,7,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.0792,2.29196,0.47,0.0576,0.2184,0.1972,-0.26,0.2336
ERNIT,2018-04-01,2018,2,8,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.1228,6.13432,0.33,0.0792,0.0576,0.2184,0.1972,-0.26
ERNIT,2018-07-01,2018,3,9,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.036,6.89432,0.24,0.1228,0.0792,0.0576,0.2184,0.1972
ERNIT,2018-10-01,2018,4,10,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.186,-19.28177,0.21,0.036,0.1228,0.0792,0.0576,0.2184
ERNIT,2019-01-01,2019,1,11,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,-0.1864,15.262,0.14,0.186,0.036,0.1228,0.0792,0.0576
ERNIT,2019-04-01,2019,2,12,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,-0.4668,3.52003,0.25,-0.1864,0.186,0.036,0.1228,0.0792
ERNIT,2019-07-01,2019,3,13,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.2008,-0.08634,0.05,-0.4668,-0.1864,0.186,0.036,0.1228
ERNIT,2019-10-01,2019,4,14,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.1336,11.48177,0.34,0.2008,-0.4668,-0.1864,0.186,0.036
ERNIT,2020-01-01,2020,1,15,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,-1.6216,-15.29422,0.47,0.1336,0.2008,-0.4668,-0.1864,0.186
ERNIT,2020-04-01,2020,2,16,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.032,26.72116,0.5,-1.6216,0.1336,0.2008,-0.4668,-0.1864
ERNIT,2020-07-01,2020,3,17,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.0716,10.4579,0.56,0.032,-1.6216,0.1336,0.2008,-0.4668
ERNIT,2020-10-01,2020,4,18,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.0612,14.32945,0.8,0.0716,0.032,-1.6216,0.1336,0.2008
ERNIT,2021-01-01,2021,1,19,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.0276,2.74429,1.58,0.0612,0.0716,0.032,-1.6216,0.1336
ERNIT,2021-04-01,2021,2,20,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.1368,9.06597,1.2,0.0276,0.0612,0.0716,0.032,-1.6216
ERNIT,2021-07-01,2021,3,21,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.0732,-0.38249,1.24,0.1368,0.0276,0.0612,0.0716,0.032
ERNIT,2021-10-01,2021,4,22,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.2888,7.95533,0.79,0.0732,0.1368,0.0276,0.0612,0.0716
ERNIT,2022-01-01,2022,1,23,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.562,-9.54635,0.04,0.2888,0.0732,0.1368,0.0276,0.0612
ERNIT,2022-04-01,2022,2,24,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.282,-25.41814,0.06,0.562,0.2888,0.0732,0.1368,0.0276
ERNIT,2022-07-01,2022,3,25,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.5788,-4.19532,-0.39,0.282,0.562,0.2888,0.0732,0.1368
ERNIT,2022-10-01,2022,4,26,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.0476,-1.03736,-0.53,0.5788,0.282,0.562,0.2888,0.0732
ERNIT,2023-01-01,2023,1,27,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,-0.136,15.50525,-0.58,0.0476,0.5788,0.282,0.562,0.2888
ERNIT,2023-04-01,2023,2,28,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.5172,12.05626,-1.06,-0.136,0.0476,0.5788,0.282,0.562
ERNIT,2023-07-01,2023,3,29,0,2016,103.08804204993427,3.0,2016-05-15,,2024-12-17,0,210000,0,2.0,GNYA,FinTech,2016-05-15,0.404,-4.21135,-0.44,0.5172,-0.136,0.0476,0.5788,0.282
ETFLogic,2019-01-01,2019,1,0,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,-0.1864,15.262,0.14,,,,,
ETFLogic,2019-04-01,2019,2,1,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,-0.4668,3.52003,0.25,-0.1864,,,,
ETFLogic,2019-07-01,2019,3,2,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.2008,-0.08634,0.05,-0.4668,-0.1864,,,
ETFLogic,2019-10-01,2019,4,3,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.1336,11.48177,0.34,0.2008,-0.4668,-0.1864,,
ETFLogic,2020-01-01,2020,1,4,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,-1.6216,-15.29422,0.47,0.1336,0.2008,-0.4668,-0.1864,
ETFLogic,2020-04-01,2020,2,5,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.032,26.72116,0.5,-1.6216,0.1336,0.2008,-0.4668,-0.1864
ETFLogic,2020-07-01,2020,3,6,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.0716,10.4579,0.56,0.032,-1.6216,0.1336,0.2008,-0.4668
ETFLogic,2020-10-01,2020,4,7,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.0612,14.32945,0.8,0.0716,0.032,-1.6216,0.1336,0.2008
ETFLogic,2021-01-01,2021,1,8,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.0276,2.74429,1.58,0.0612,0.0716,0.032,-1.6216,0.1336
ETFLogic,2021-04-01,2021,2,9,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.1368,9.06597,1.2,0.0276,0.0612,0.0716,0.032,-1.6216
ETFLogic,2021-07-01,2021,3,10,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.0732,-0.38249,1.24,0.1368,0.0276,0.0612,0.0716,0.032
ETFLogic,2021-10-01,2021,4,11,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.2888,7.95533,0.79,0.0732,0.1368,0.0276,0.0612,0.0716
ETFLogic,2022-01-01,2022,1,12,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.562,-9.54635,0.04,0.2888,0.0732,0.1368,0.0276,0.0612
ETFLogic,2022-04-01,2022,2,13,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.282,-25.41814,0.06,0.562,0.2888,0.0732,0.1368,0.0276
ETFLogic,2022-07-01,2022,3,14,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.5788,-4.19532,-0.39,0.282,0.562,0.2888,0.0732,0.1368
ETFLogic,2022-10-01,2022,4,15,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.0476,-1.03736,-0.53,0.5788,0.282,0.562,0.2888,0.0732
ETFLogic,2023-01-01,2023,1,16,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,-0.136,15.50525,-0.58,0.0476,0.5788,0.282,0.562,0.2888
ETFLogic,2023-04-01,2023,2,17,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.5172,12.05626,-1.06,-0.136,0.0476,0.5788,0.282,0.562
ETFLogic,2023-07-01,2023,3,18,0,2019,70.59789750328515,1.0,2019-01-29,,2024-12-17,0,4000000,0,,GNYA,FinTech,2019-01-29,0.404,-4.21135,-0.44,0.5172,-0.136,0.0476,0.5788,0.282
EXA CAPITAL INTERNATIONAL,2023-01-01,2023,1,0,0,2023,20.729303547963205,1.0,2023-03-27,,2024-12-17,0,1000000,0,,GMA,FinTech,2023-03-27,-0.136,15.50525,-0.58,,,,,
EXA CAPITAL INTERNATIONAL,2023-04-01,2023,2,1,0,2023,20.729303547963205,1.0,2023-03-27,,2024-12-17,0,1000000,0,,GMA,FinTech,2023-03-27,0.5172,12.05626,-1.06,-0.136,,,,
EXA CAPITAL INTERNATIONAL,2023-07-01,2023,3,2,0,2023,20.729303547963205,1.0,2023-03-27,,2024-12-17,0,1000000,0,,GMA,FinTech,2023-03-27,0.404,-4.21135,-0.44,0.5172,-0.136,,,
EYSZ,2020-07-01,2020,3,0,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.0716,10.4579,0.56,,,,,
EYSZ,2020-10-01,2020,4,1,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.0612,14.32945,0.8,0.0716,,,,
EYSZ,2021-01-01,2021,1,2,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.0276,2.74429,1.58,0.0612,0.0716,,,
EYSZ,2021-04-01,2021,2,3,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.1368,9.06597,1.2,0.0276,0.0612,0.0716,,
EYSZ,2021-07-01,2021,3,4,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.0732,-0.38249,1.24,0.1368,0.0276,0.0612,0.0716,
EYSZ,2021-10-01,2021,4,5,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.2888,7.95533,0.79,0.0732,0.1368,0.0276,0.0612,0.0716
EYSZ,2022-01-01,2022,1,6,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.562,-9.54635,0.04,0.2888,0.0732,0.1368,0.0276,0.0612
EYSZ,2022-04-01,2022,2,7,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.282,-25.41814,0.06,0.562,0.2888,0.0732,0.1368,0.0276
EYSZ,2022-07-01,2022,3,8,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.5788,-4.19532,-0.39,0.282,0.562,0.2888,0.0732,0.1368
EYSZ,2022-10-01,2022,4,9,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.0476,-1.03736,-0.53,0.5788,0.282,0.562,0.2888,0.0732
EYSZ,2023-01-01,2023,1,10,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,-0.136,15.50525,-0.58,0.0476,0.5788,0.282,0.562,0.2888
EYSZ,2023-04-01,2023,2,11,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.5172,12.05626,-1.06,-0.136,0.0476,0.5788,0.282,0.562
EYSZ,2023-07-01,2023,3,12,0,2020,53.745072273324574,3.0,2020-07-01,,2024-12-23,0,1950000,1,,SFBA,AI,2020-07-01,0.404,-4.21135,-0.44,0.5172,-0.136,0.0476,0.5788,0.282
EZE,2021-01-01,2021,1,0,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.0276,2.74429,1.58,,,,,
EZE,2021-04-01,2021,2,1,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.1368,9.06597,1.2,0.0276,,,,
EZE,2021-07-01,2021,3,2,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.0732,-0.38249,1.24,0.1368,0.0276,,,
EZE,2021-10-01,2021,4,3,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.2888,7.95533,0.79,0.0732,0.1368,0.0276,,
EZE,2022-01-01,2022,1,4,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.562,-9.54635,0.04,0.2888,0.0732,0.1368,0.0276,
EZE,2022-04-01,2022,2,5,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.282,-25.41814,0.06,0.562,0.2888,0.0732,0.1368,0.0276
EZE,2022-07-01,2022,3,6,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.5788,-4.19532,-0.39,0.282,0.562,0.2888,0.0732,0.1368
EZE,2022-10-01,2022,4,7,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.0476,-1.03736,-0.53,0.5788,0.282,0.562,0.2888,0.0732
EZE,2023-01-01,2023,1,8,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,-0.136,15.50525,-0.58,0.0476,0.5788,0.282,0.562,0.2888
EZE,2023-04-01,2023,2,9,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.5172,12.05626,-1.06,-0.136,0.0476,0.5788,0.282,0.562
EZE,2023-07-01,2023,3,10,0,2021,45.59789750328515,2.0,2021-02-28,,2024-12-17,0,133000,0,,GNYA,FinTech,2021-02-28,0.404,-4.21135,-0.44,0.5172,-0.136,0.0476,0.5788,0.282
EZcale,2023-04-01,2023,2,0,0,2023,18.823915900131404,1.0,2023-05-24,,2024-12-17,0,1500000,0,2.0,GMA,FinTech,2023-05-24,0.5172,12.05626,-1.06,,,,,
EZcale,2023-07-01,2023,3,1,0,2023,18.823915900131404,1.0,2023-05-24,,2024-12-17,0,1500000,0,2.0,GMA,FinTech,2023-05-24,0.404,-4.21135,-0.44,0.5172,,,,
EarnUp,2016-07-01,2016,3,0,0,2016,101.34691195795006,7.0,2016-07-07,,2024-12-17,0,3000000,0,12.0,SFBA,FinTech,2016-07-07,-0.0304,9.25022,0.83,,,,,
EarnUp,2016-10-01,2016,4,1,0,2016,101.34691195795006,7.0,2016-07-07,,2024-12-17,0,3000000,0,12.0,SFBA,FinTech,2016-07-07,0.2336,1.32997,1.25,-0.0304,,,,
EarnUp,2017-01-01,2017,1,2,0,2016,101.34691195795006,7.0,2016-07-07,,2024-12-17,0,3000000,0,12.0,SFBA,FinTech,2016-07-07,-0.26,9.36721,1.13,0.2336,-0.0304,,,
EarnUp,2017-04-01,2017,2,3,0,2016,101.34691195795006,7.0,2016-07-07,,2024-12-17,0,3000000,0,12.0,SFBA,FinTech,2016-07-07,0.1972,3.79529,0.93,-0.26,0.2336,-0.0304,,
EarnUp,2017-07-01,2017,3,4,0,2016,101.34691195795006,7.0,2016-07-07,,2024-12-17,0,3000000,0,12.0,SFBA,FinTech,2016-07-07,0.2184,5.62873,0.86,0.1972,-0.26,0.2336,-0.0304,
