Transaction Name,Transaction Name URL,Organization Location,Organization Name,Organization Name URL,Funding Type,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Diversity Spotlight,Number of Partner Investors,Number of Investors,Investor Names
Seed Round - Silk Labs,https://www.crunchbase.com/funding_round/silk-labs-seed--bd4cee57,"San Mateo, California, United States, North America",Silk Labs,https://www.crunchbase.com/organization/silk-labs,Seed,2525000,USD,2525000,2016-02-16,,2.0,7.0,"500 Global, DoubleRock, Edith Yeung, Harrison Metal, Joshua Schachter, Sparkland Capital, Timothy Lee"
Seed Round - PipeCandy,https://www.crunchbase.com/funding_round/pipecandy-seed--0fc950e4,"San Francisco, California, United States, North America",PipeCandy,https://www.crunchbase.com/organization/pipecandy,Seed,50000,USD,50000,2016-02-16,,,,
Seed Round - Vitagene,https://www.crunchbase.com/funding_round/vitagene-seed--74c25a13,"San Francisco, California, United States, North America",Vitagene,https://www.crunchbase.com/organization/vitagene,Seed,2000000,USD,2000000,2016-02-17,Women Founded,,4.0,"Illumina, Neil Hunt, S28 Capital, Viking Global Investors"
Seed Round - Inpher.io,https://www.crunchbase.com/funding_round/inpher-io-seed--32785101,"New York, New York, United States, North America",Inpher.io,https://www.crunchbase.com/organization/inpher-io,Seed,1000000,USD,1000000,2016-02-24,,,2.0,"Alpana Ventures, Polytech Ventures"
Seed Round - Revl,https://www.crunchbase.com/funding_round/revl-seed--ea2e802e,"San Francisco, California, United States, North America",Revl,https://www.crunchbase.com/organization/revl,Seed,3500000,USD,3500000,2016-02-25,"Hispanic / Latine Founded, Hispanic / Latine Led",,6.0,"Bill Tai, frogVentures, James Lindenbaum, Lars Rasmussen, Ruvento, Y Combinator"
Seed Round - Glowfish IO,https://www.crunchbase.com/funding_round/glowfi-sh-seed--4f1d0f2b,"San Francisco, California, United States, North America",Glowfish IO,https://www.crunchbase.com/organization/glowfi-sh,Seed,50000,USD,50000,2016-02-26,,,2.0,"Forum Ventures, Right Side Capital Management"
Seed Round - Suki,https://www.crunchbase.com/funding_round/sukihq-seed--1d93bbc5,"Redwood City, California, United States, North America",Suki,https://www.crunchbase.com/organization/sukihq,Seed,5000000,USD,5000000,2016-03-02,,1.0,3.0,"Bradley Horowitz, First Round Capital, Venrock"
Seed Round - Ayyeka Technologies,https://www.crunchbase.com/funding_round/ayyeka-seed--9bbc39c2,"New York, New York, United States, North America",Ayyeka Technologies,https://www.crunchbase.com/organization/ayyeka,Seed,2560000,USD,2560000,2016-03-02,,,3.0,"Darwin Capital, iArgento, Los Angeles Cleantech Incubator"
Seed Round - Shopnostic.com,https://www.crunchbase.com/funding_round/shopnostic-com-seed--de5c74b2,"New York, New York, United States, North America",Shopnostic.com,https://www.crunchbase.com/organization/shopnostic-com,Seed,30000,USD,30000,2016-03-05,,,,
Seed Round - In-App Chat,https://www.crunchbase.com/funding_round/rip-bull-networks-seed--713c0fcf,"San Francisco, California, United States, North America",In-App Chat,https://www.crunchbase.com/organization/rip-bull-networks,Seed,3000000,USD,3000000,2016-03-05,,,,
Seed Round - Volley,https://www.crunchbase.com/funding_round/volley-labs-seed--2ff6cc71,"San Francisco, California, United States, North America",Volley,https://www.crunchbase.com/organization/volley-labs,Seed,2300000,USD,2300000,2016-03-10,,1.0,9.0,"Apple, Blackboard, Chan Zuckerberg Initiative, Dropbox, Fresco Capital, Novak Biddle Venture Partners, Reach Capital, Roger Novak, TAL Education Group"
Seed Round - Tekion,https://www.crunchbase.com/funding_round/tekion-seed--ac8db670,"Pleasanton, California, United States, North America",Tekion,https://www.crunchbase.com/organization/tekion,Seed,3100000,USD,3100000,2016-03-11,,2.0,3.0,"Anshu Sharma, BluePointe Ventures, Storm Ventures"
Seed Round - ClearGraph,https://www.crunchbase.com/funding_round/argo-seed--fde97657,"Palo Alto, California, United States, North America",ClearGraph,https://www.crunchbase.com/organization/argo,Seed,1500000,USD,1500000,2016-03-11,,1.0,3.0,"Greycroft, RRE Ventures, StartX (Stanford-StartX Fund)"
Seed Round - Machinify,https://www.crunchbase.com/funding_round/machinify-seed--e6b96c03,"Palo Alto, California, United States, North America",Machinify,https://www.crunchbase.com/organization/machinify,Seed,2785000,USD,2785000,2016-03-15,,,2.0,"Battery Ventures, Matrix"
Seed Round - Nextern Systems Corp,https://www.crunchbase.com/funding_round/nexternsystemscorp-seed--f4e37114,"Miami, Florida, United States, North America",Nextern Systems Corp,https://www.crunchbase.com/organization/nexternsystemscorp,Seed,1250000,USD,1250000,2016-03-18,,,,
Seed Round - Netomi,https://www.crunchbase.com/funding_round/netomi-seed--5d66f3af,"San Mateo, California, United States, North America",Netomi,https://www.crunchbase.com/organization/netomi,Seed,2600000,USD,2600000,2016-03-22,,6.0,15.0,"Advancit Capital, Bowery Capital, BoxGroup, Chris Wiggins, Demis Hassabis, dunnhumby Ventures, Greg Brockman, Indicator Ventures, MDC Ventures, Mustafa Suleyman, Salesforce Ventures, Sterling Partners, Sterling.VC, Upslope Ventures, Y Combinator"
Seed Round - Salt Security,https://www.crunchbase.com/funding_round/saltsecurity-seed--7515cb35,"Palo Alto, California, United States, North America",Salt Security,https://www.crunchbase.com/organization/saltsecurity,Seed,1000000,USD,1000000,2016-03-22,,,3.0,"Follow[the]Seed, FoundersX Ventures, Y Combinator"
Seed Round - Deepgram,https://www.crunchbase.com/funding_round/deepgram-seed--c52da69c,"San Francisco, California, United States, North America",Deepgram,https://www.crunchbase.com/organization/deepgram,Seed,120000,USD,120000,2016-03-22,,,2.0,"Pegasus Tech Ventures, Y Combinator"
Seed Round - Deep 6 AI,https://www.crunchbase.com/funding_round/deep-6-ai-seed--00f1d6da,"Pasadena, California, United States, North America",Deep 6 AI,https://www.crunchbase.com/organization/deep-6-ai,Seed,120000,USD,120000,2016-03-28,,2.0,2.0,"Cedars-Sinai Accelerator, Techstars"
Seed Round - Umbo Computer Vision,https://www.crunchbase.com/funding_round/umbo-computer-vision-seed--bd7d2743,"San Francisco, California, United States, North America",Umbo Computer Vision,https://www.crunchbase.com/organization/umbo-computer-vision,Seed,2800000,USD,2800000,2016-03-28,,,4.0,"AppWorks, MESH, Phison Electronics, Wistron Corporation"
Seed Round - Pyze,https://www.crunchbase.com/funding_round/pyze-seed--4f83f503,"Redwood City, California, United States, North America",Pyze,https://www.crunchbase.com/organization/pyze,Seed,1700000,USD,1700000,2016-03-29,"South Asian Founded, South Asian Led",,5.0,"DoubleRock, George (Gerry) Ohrstrom Jr., Jim Wilson, Narinder Kapany, Tyson Strauser"
Seed Round - Theta EdgeCloud,https://www.crunchbase.com/funding_round/sliver-tv-seed--2f036f2a,"San Jose, California, United States, North America",Theta EdgeCloud,https://www.crunchbase.com/organization/sliver-tv,Seed,4000000,USD,4000000,2016-03-30,,2.0,10.0,"1745 Ventures, Advancit Capital, CAA Ventures, Colopl Next, DCM Ventures, Greycroft, Sierra Ventures, Sparkland Capital, UpHonest Capital, Wei Guo"
Seed Round - Zenysis,https://www.crunchbase.com/funding_round/zenysis-seed--9b3e0484,"San Francisco, California, United States, North America",Zenysis,https://www.crunchbase.com/organization/zenysis,Seed,2800000,USD,2800000,2016-03-31,,,6.0,"10x Group, Founders Fund, S2 Capital, Samvit Ramadurgam, Tencent, Y Combinator"
Seed Round - StreamMosaic,https://www.crunchbase.com/funding_round/streammosaic-seed--8010f3b2,"San Jose, California, United States, North America",StreamMosaic,https://www.crunchbase.com/organization/streammosaic,Seed,500000,USD,500000,2016-03-31,,1.0,1.0,Startup Capital Ventures
Seed Round - Dil Mil,https://www.crunchbase.com/funding_round/dilmil-seed--f6df3262,"San Francisco, California, United States, North America",Dil Mil,https://www.crunchbase.com/organization/dilmil,Seed,2700000,USD,2700000,2016-04-01,,1.0,13.0,"Ashish Toshniwal, CSC Upshot, Daniel Curran, Hone Capital, Kunal Shah, Maiden Lane Ventures, Naval Ravikant, Nelstone Ventures, One Planet Group, Payam Zamani, Sameer Parwani, Seabed VC, Transmedia Capital"
Seed Round - Lucid,https://www.crunchbase.com/funding_round/lucid-seed--eb23ea11,"Santa Clara, California, United States, North America",Lucid,https://www.crunchbase.com/organization/lucid,Seed,3700000,USD,3700000,2016-04-01,,3.0,4.0,"Heuristic Capital, Oriza Ventures, TSVC, Wistron Corporation"
Seed Round - Bold Metrics,https://www.crunchbase.com/funding_round/fashion-metric-seed--b9de7111,"San Francisco, California, United States, North America",Bold Metrics,https://www.crunchbase.com/organization/fashion-metric,Seed,300000,USD,300000,2016-04-05,"Women Founded, Women Led",,1.0,Techstars
Seed Round - Numerai,https://www.crunchbase.com/funding_round/numerai-seed--a6f55b72,"San Francisco, California, United States, North America",Numerai,https://www.crunchbase.com/organization/numerai,Seed,1500000,USD,1500000,2016-04-06,,,10.0,"Alexander Pack, CSC Upshot, Eric Ver Ploeg, Howard Morgan, Kenneth Ballenegger, Naval Ravikant, Nurzhas Makishev, Peter Livingston, Playfair Capital, Samvit Ramadurgam"
Seed Round - RainmakerForce,https://www.crunchbase.com/funding_round/rainmakerforce-seed--2d1b9e6d,"San Francisco, California, United States, North America",RainmakerForce,https://www.crunchbase.com/organization/rainmakerforce,Seed,2000000,USD,2000000,2016-04-11,"Women Founded, Women Led",,,
Seed Round - Kite,https://www.crunchbase.com/funding_round/kite-com-seed--a36445c2,"San Francisco, California, United States, North America",Kite,https://www.crunchbase.com/organization/kite-com,Seed,4000000,USD,4000000,2016-04-14,,3.0,26.0,"AAF Management Ltd., Adrian Aoun, Caffeinated Capital, Chang Corporation, Charlie Cheever, CSC Upshot, Drew Houston, East Ventures, Emmett Shear, Eric Kwan, Greg Brockman, Jeff Seibert, Julia Popowitz, Kenneth Ballenegger, Kyle Vogt, Lee Linden, Matt Mullenweg, Max Levchin, Mike Vernal, Oyster Ventures, Pillar VC, Raza Shaikh, Sujay Jaswa, SV Angel, TSVC, Wayne Chang"
Seed Round - Arch Systems,https://www.crunchbase.com/funding_round/arch-systems-seed--32fd73f5,"Palo Alto, California, United States, North America",Arch Systems,https://www.crunchbase.com/organization/arch-systems,Seed,2100000,USD,2100000,2016-04-15,,4.0,7.0,"Comet Labs, Fluxus Ventures, Merus Capital, StartX (Stanford-StartX Fund), Steven Lurie, Ulu Ventures, Uncork Capital"
Seed Round - Auro Robotics,https://www.crunchbase.com/funding_round/auro-robotics-seed--7f9a84c8,"Santa Clara, California, United States, North America",Auro Robotics,https://www.crunchbase.com/organization/auro-robotics,Seed,2100000,USD,2100000,2016-04-26,,,3.0,"Motus Ventures, Reshape, Rothenberg Ventures"
Seed Round - DeepMap,https://www.crunchbase.com/funding_round/deepmap-seed--540787e1,"Palo Alto, California, United States, North America",DeepMap,https://www.crunchbase.com/organization/deepmap,Seed,7000000,USD,7000000,2016-05-01,,,3.0,"Andreessen Horowitz, GSR Ventures, iSeed Ventures"
Seed Round - Datalog.ai,https://www.crunchbase.com/funding_round/datalog-ai-seed--5fbefea7,"Irvine, California, United States, North America",Datalog.ai,https://www.crunchbase.com/organization/datalog-ai,Seed,3000000,USD,3000000,2016-05-01,,,,
Seed Round - BotCentral,https://www.crunchbase.com/funding_round/botcentral-seed--d046f603,"Mountain View, California, United States, North America",BotCentral,https://www.crunchbase.com/organization/botcentral,Seed,3000000,USD,3000000,2016-05-01,,,,
Seed Round - Nova AI,https://www.crunchbase.com/funding_round/nova-seed--18275565,"San Francisco, California, United States, North America",Nova AI,https://www.crunchbase.com/organization/nova,Seed,1700000,USD,1700000,2016-05-01,,,3.0,"FoundersX Ventures, Pegasus Tech Ventures, Salesforce Ventures"
Seed Round - Bluwhale,https://www.crunchbase.com/funding_round/bluwhale-seed--2dd2ae4c,"Santa Clara, California, United States, North America",Bluwhale,https://www.crunchbase.com/organization/bluwhale,Seed,2050000,USD,2050000,2016-05-04,,,,
Seed Round - CARFIT,https://www.crunchbase.com/funding_round/carfit-seed--dd298d2c,"Palo Alto, California, United States, North America",CARFIT,https://www.crunchbase.com/organization/carfit,Seed,2250000,USD,2250000,2016-05-16,,,3.0,"Mobivia Groupe, Prestige Jaguar Land Rover, Radiant Venture Capital"
Seed Round - Pattern,https://www.crunchbase.com/funding_round/pattern-technologies-inc-seed--56a4ad9d,"Redwood City, California, United States, North America",Pattern,https://www.crunchbase.com/organization/pattern-technologies-inc,Seed,2500000,USD,2500000,2016-05-24,Southeast Asian Founded,1.0,3.0,"Felicis, First Round Capital, Uncork Capital"
Seed Round - Partiac,https://www.crunchbase.com/funding_round/partiac-inc-seed--003ac49a,"Los Angeles, California, United States, North America",Partiac,https://www.crunchbase.com/organization/partiac-inc,Seed,150000,USD,150000,2016-05-25,,,,
Seed Round - Swish Analytics,https://www.crunchbase.com/funding_round/swish-analytics-seed--c15f821b,"San Francisco, California, United States, North America",Swish Analytics,https://www.crunchbase.com/organization/swish-analytics,Seed,1798312,USD,1798312,2016-05-27,,,1.0,SK Ventures
Seed Round - Loom.ai,https://www.crunchbase.com/funding_round/loomai-seed--14e46298,"San Francisco, California, United States, North America",Loom.ai,https://www.crunchbase.com/organization/loomai,Seed,1350000,USD,1350000,2016-06-01,,2.0,8.0,"Alex Adelman, Anorak Ventures, CSC Upshot, DHVC, Joe Kraus, Presence Capital, Y Combinator, Zach Coelius"
Seed Round - Simility,https://www.crunchbase.com/funding_round/simility-seed--5b7b55a5,"Palo Alto, California, United States, North America",Simility,https://www.crunchbase.com/organization/simility,Seed,1500000,USD,1500000,2016-06-01,,1.0,1.0,The Valley Fund
Seed Round - Kaia Health,https://www.crunchbase.com/funding_round/kaia-health-seed--7e05d93c,"New York, New York, United States, North America",Kaia Health,https://www.crunchbase.com/organization/kaia-health,Seed,4000000,USD,4000000,2016-06-01,,,6.0,"42CAP, Benedikt Lehnert, Cat Noone, Connor Murphy, Florian Huber, Otto Capital"
Seed Round - Node,https://www.crunchbase.com/funding_round/node-seed--968de09f,"San Francisco, California, United States, North America",Node,https://www.crunchbase.com/organization/node,Seed,7500000,USD,7500000,2016-06-13,"Women Founded, Women Led",4.0,7.0,"Avalon Ventures, Bee Partners, Canaan Partners, Entrée Capital, Mark Cuban, New Enterprise Associates, Sway Ventures"
Seed Round - Nanit,https://www.crunchbase.com/funding_round/nanit-seed--99da10a1,"New York, New York, United States, North America",Nanit,https://www.crunchbase.com/organization/nanit,Seed,6600000,USD,6600000,2016-06-15,Women Led,2.0,8.0,"645 Ventures, AME Cloud Ventures, Flex, RRE Ventures, Story Ventures, Upfront Ventures, Vijay Chattha, Wareness.io"
Seed Round - Collokia,https://www.crunchbase.com/funding_round/collokia-seed--a843fec7,"San Francisco, California, United States, North America",Collokia,https://www.crunchbase.com/organization/collokia,Seed,1300000,USD,1300000,2016-06-16,,,2.0,"Globant, Pitanga Fund"
Seed Round - Pypestream,https://www.crunchbase.com/funding_round/pypestream-seed--e97d770b,"New York, New York, United States, North America",Pypestream,https://www.crunchbase.com/organization/pypestream,Seed,4881487,USD,4881487,2016-06-17,,,,
Seed Round - Gong,https://www.crunchbase.com/funding_round/gong-io-seed--910f2486,"San Francisco, California, United States, North America",Gong,https://www.crunchbase.com/organization/gong-io,Seed,6000000,USD,6000000,2016-06-21,,1.0,2.0,"Norwest, Shlomo Kramer"
Seed Round - Symbio Robotics,https://www.crunchbase.com/funding_round/symbio-robotics-seed--8bf33cbe,"Emeryville, California, United States, North America",Symbio Robotics,https://www.crunchbase.com/organization/symbio-robotics,Seed,2550000,USD,2550000,2016-06-24,,5.0,5.0,"Andreessen Horowitz, Cantos, Green Bay Ventures, Schematic Ventures, The House Fund"
Seed Round - PingThings,https://www.crunchbase.com/funding_round/pingthings-seed--0f26f1bd,"Anaheim, California, United States, North America",PingThings,https://www.crunchbase.com/organization/pingthings,Seed,1500000,USD,1500000,2016-06-30,,1.0,2.0,"Double M Partners, Stuart Porter"
Seed Round - SmartBeings,https://www.crunchbase.com/funding_round/smartbeings-llc-seed--15e5a8bb,"Menlo Park, California, United States, North America",SmartBeings,https://www.crunchbase.com/organization/smartbeings-llc,Seed,30000,USD,30000,2016-06-30,,,,
Seed Round - Massive Bio,https://www.crunchbase.com/funding_round/massivebio-seed--88f36005,"New York, New York, United States, North America",Massive Bio,https://www.crunchbase.com/organization/massivebio,Seed,900000,USD,900000,2016-07-04,"Hispanic / Latine Founded, Hispanic / Latine Led, Women Founded, Women Led",,2.0,"500 Emerging Europe, Gyan Kapur"
Seed Round - People.ai,https://www.crunchbase.com/funding_round/people-ai-seed--902572a4,"San Francisco, California, United States, North America",People.ai,https://www.crunchbase.com/organization/people-ai,Seed,1000,USD,1000,2016-07-07,,,1.0,Ihar Mahaniok
Seed Round - ColorTV,https://www.crunchbase.com/funding_round/colortv-seed--19cc319c,"San Francisco, California, United States, North America",ColorTV,https://www.crunchbase.com/organization/colortv,Seed,1500000,USD,1500000,2016-07-10,,,1.0,Foxconn Technology Group
Seed Round - Kyndi,https://www.crunchbase.com/funding_round/kyndi-seed--c07026d9,"San Mateo, California, United States, North America",Kyndi,https://www.crunchbase.com/organization/kyndi,Seed,1250000,USD,1250000,2016-07-14,,1.0,3.0,"Darling Ventures, Density Ventures, PivotNorth Capital"
Seed Round - StreamMosaic,https://www.crunchbase.com/funding_round/streammosaic-seed--49d9bbce,"San Jose, California, United States, North America",StreamMosaic,https://www.crunchbase.com/organization/streammosaic,Seed,250000,USD,250000,2016-07-31,,,,
Seed Round - Brave,https://www.crunchbase.com/funding_round/brave-software-seed--77c8850c,"San Francisco, California, United States, North America",Brave,https://www.crunchbase.com/organization/brave-software,Seed,4500000,USD,4500000,2016-08-01,,7.0,14.0,"Abstract, CSC Upshot, Cyan Banister, DHVC, Digital Currency Group, E-Merge, Foundation Capital, Founders Fund, Heroic Ventures, Hone Capital, Pantera Capital, Pathfinder, Propel, Rising Tide"
Seed Round - People Data Labs,https://www.crunchbase.com/funding_round/talentiq-seed--e82f38e1,"San Francisco, California, United States, North America",People Data Labs,https://www.crunchbase.com/organization/talentiq,Seed,2200000,USD,2200000,2016-08-01,,1.0,11.0,"CSC Upshot, Forum Ventures, Haystack, Hone Capital, Joel Englander, Landscape Capital, Mandra Capital, Right Side Capital Management, Sandy Kory, Susa Ventures, Susan Kimberlin"
Seed Round - WrkRiot,https://www.crunchbase.com/funding_round/1for-one-seed--7a716a37,"Santa Clara, California, United States, North America",WrkRiot,https://www.crunchbase.com/organization/1for-one,Seed,130000,USD,130000,2016-08-01,,,1.0,Paul Kim
Seed Round - Cognigo,https://www.crunchbase.com/funding_round/cognigo-seed--c6aa63bc,"New York, New York, United States, North America",Cognigo,https://www.crunchbase.com/organization/cognigo,Seed,2400000,USD,2400000,2016-08-01,,,2.0,"MassChallenge, State of Mind Ventures"
Seed Round - Koniku,https://www.crunchbase.com/funding_round/koniku-seed--980fd783,"San Rafael, California, United States, North America",Koniku,https://www.crunchbase.com/organization/koniku,Seed,1400980,USD,1400980,2016-08-10,Women Founded,,3.0,"Evolution VC Partners, Mission and Market, Oriza Ventures"
Seed Round - Sway Finance,https://www.crunchbase.com/funding_round/sway-finance-seed--d50a8287,"San Francisco, California, United States, North America",Sway Finance,https://www.crunchbase.com/organization/sway-finance,Seed,120000,USD,120000,2016-08-22,Women Founded,,1.0,Y Combinator
Seed Round - Arundo Analytics,https://www.crunchbase.com/funding_round/arundo-analytics-seed--09eec53a,"Palo Alto, California, United States, North America",Arundo Analytics,https://www.crunchbase.com/organization/arundo-analytics,Seed,5000000,USD,5000000,2016-08-22,,,3.0,"Alliance VC, Northgate Capital, StartX (Stanford-StartX Fund)"
Seed Round - Scale AI,https://www.crunchbase.com/funding_round/scale-2-seed--e3ba5449,"San Francisco, California, United States, North America",Scale AI,https://www.crunchbase.com/organization/scale-2,Seed,120000,USD,120000,2016-08-22,Women Founded,,1.0,Y Combinator
Seed Round - People.ai,https://www.crunchbase.com/funding_round/people-ai-seed--fe21c38e,"San Francisco, California, United States, North America",People.ai,https://www.crunchbase.com/organization/people-ai,Seed,3000000,USD,3000000,2016-08-24,,3.0,15.0,"408 Ventures, Ashish Toshniwal, AVentures Capital, Benjamin Boyer, CSC Upshot, Garage Technology Ventures, Haystack, Kevin Mahaffey, Nick Bilogorskiy, Partech, Paul Levine, Sam Kwok, SV Angel, Y Combinator, Zillionize"
Seed Round - Theta EdgeCloud,https://www.crunchbase.com/funding_round/sliver-tv-seed--b7be140f,"San Jose, California, United States, North America",Theta EdgeCloud,https://www.crunchbase.com/organization/sliver-tv,Seed,6200000,USD,6200000,2016-08-24,,2.0,6.0,"Colopl Next, DCM Ventures, Gree, Sierra Ventures, Sparkland Capital, The Venture Reality Fund/VRF"
Seed Round - CrowdAI,https://www.crunchbase.com/funding_round/crowdai-seed--662bba27,"San Francisco, California, United States, North America",CrowdAI,https://www.crunchbase.com/organization/crowdai,Seed,120000,USD,120000,2016-08-24,"Hispanic / Latine Founded, Women Founded, Women Led",,3.0,"Compound, SV Angel, Y Combinator"
Seed Round - PowerScout,https://www.crunchbase.com/funding_round/powerscout-seed--d4820165,"Oakland, California, United States, North America",PowerScout,https://www.crunchbase.com/organization/powerscout,Seed,1487500,USD,1487500,2016-08-26,,,,
Seed Round - Stories,https://www.crunchbase.com/funding_round/stories-3-seed--cda84a48,"San Francisco, California, United States, North America",Stories,https://www.crunchbase.com/organization/stories-3,Seed,15000000,CZK,621204,2016-08-29,,,1.0,Logio
Seed Round - Evercontact,https://www.crunchbase.com/funding_round/evercontact-seed--c9ef7c3e,"New York, New York, United States, North America",Evercontact,https://www.crunchbase.com/organization/evercontact,Seed,2500000,USD,2500000,2016-08-30,Women Founded,,1.0,Bleu Capital
Seed Round - OccamzRazor,https://www.crunchbase.com/funding_round/occamzrazor-razor-inc-seed--653adb5e,"New York, New York, United States, North America",OccamzRazor,https://www.crunchbase.com/organization/occamzrazor-razor-inc,Seed,500000,USD,500000,2016-08-30,"Women Founded, Women Led",,1.0,Positive Ventures
Seed Round - DeepVu,https://www.crunchbase.com/funding_round/vufind-seed--1d972c7f,"Berkeley, California, United States, North America",DeepVu,https://www.crunchbase.com/organization/vufind,Seed,250000,USD,250000,2016-09-01,,,,
Seed Round - Smart Moderation,https://www.crunchbase.com/funding_round/smart-moderation-seed--2a1d457a,"San Francisco, California, United States, North America",Smart Moderation,https://www.crunchbase.com/organization/smart-moderation,Seed,200000,USD,200000,2016-09-01,"Women Founded, Women Led",,1.0,Startupbootcamp Istanbul
Seed Round - Clinch,https://www.crunchbase.com/funding_round/clinch-seed--096fc3cd,"New York, New York, United States, North America",Clinch,https://www.crunchbase.com/organization/clinch,Seed,3000000,USD,3000000,2016-09-01,,,,
Seed Round - Copyleaks,https://www.crunchbase.com/funding_round/copyleaks-plagiarism-checker-seed--52557de8,"New York, New York, United States, North America",Copyleaks,https://www.crunchbase.com/organization/copyleaks-plagiarism-checker,Seed,200000,USD,200000,2016-09-01,,,2.0,"ICONYC labs, New York Angels"
Seed Round - Stafory (Robot Vera),https://www.crunchbase.com/funding_round/stafory-seed--efa68cd7,"San Francisco, California, United States, North America",Stafory (Robot Vera),https://www.crunchbase.com/organization/stafory,Seed,15000000,RUB,231019,2016-09-05,,,1.0,Dimitri Seas
Seed Round - Boundless Mind,https://www.crunchbase.com/funding_round/dopaminelabs-seed--5f637959,"Venice, California, United States, North America",Boundless Mind,https://www.crunchbase.com/organization/dopaminelabs,Seed,100000,USD,100000,2016-09-06,,1.0,1.0,Social Starts
Seed Round - AllyO,https://www.crunchbase.com/funding_round/allyo-seed--dd1cb51b,"Palo Alto, California, United States, North America",AllyO,https://www.crunchbase.com/organization/allyo,Seed,3000000,USD,3000000,2016-09-10,,1.0,2.0,"Bain Capital Ventures, Blue Collective"
